continent,country,geo,date,trade_war,us_china_trade_war,china_trade_war,US_trade_war,Meng_Wanzhou,huawei_ban,huawei,meng_wanzhou_huawei,huawei_google_ban,huawei_android_ban,Hong_Kong_protests
Asia,United Arab Emirates,AE,2018/3/4,18,0,0,0,0,0,32,0,0,0,0
Asia,United Arab Emirates,AE,2018/3/11,18,0,0,23,0,0,34,0,0,0,0
Asia,United Arab Emirates,AE,2018/3/18,31,25,24,0,0,0,57,0,0,0,0
Asia,United Arab Emirates,AE,2018/3/25,29,26,25,25,0,0,70,0,0,0,0
Asia,United Arab Emirates,AE,2018/4/1,51,34,72,49,0,0,65,0,0,0,0
Asia,United Arab Emirates,AE,2018/4/8,49,36,69,47,0,0,51,0,0,0,0
Asia,United Arab Emirates,AE,2018/4/15,19,0,0,0,0,0,63,0,0,0,0
Asia,United Arab Emirates,AE,2018/4/22,27,0,23,23,0,0,58,0,0,0,0
Asia,United Arab Emirates,AE,2018/4/29,24,24,0,0,0,0,57,0,0,0,0
Asia,United Arab Emirates,AE,2018/5/6,37,0,23,23,0,0,45,0,0,0,0
Asia,United Arab Emirates,AE,2018/5/13,18,0,0,23,0,0,46,0,0,0,0
Asia,United Arab Emirates,AE,2018/5/20,19,0,0,24,0,0,47,0,0,0,0
Asia,United Arab Emirates,AE,2018/5/27,32,25,24,24,0,0,47,0,0,0,0
Asia,United Arab Emirates,AE,2018/6/3,38,0,24,24,0,0,52,0,0,0,0
Asia,United Arab Emirates,AE,2018/6/10,31,25,0,35,0,0,48,0,0,0,0
Asia,United Arab Emirates,AE,2018/6/17,96,47,45,38,0,0,42,0,0,0,0
Asia,United Arab Emirates,AE,2018/6/24,44,24,90,23,0,0,43,0,0,0,37
Asia,United Arab Emirates,AE,2018/7/1,97,36,46,23,0,8,44,0,0,0,0
Asia,United Arab Emirates,AE,2018/7/8,81,25,24,24,0,0,42,0,0,0,0
Asia,United Arab Emirates,AE,2018/7/15,20,0,26,0,0,0,55,0,0,0,0
Asia,United Arab Emirates,AE,2018/7/22,48,54,39,39,0,0,57,0,0,0,0
Asia,United Arab Emirates,AE,2018/7/29,54,27,26,26,0,0,60,0,0,0,0
Asia,United Arab Emirates,AE,2018/8/5,41,27,26,26,0,8,60,0,0,0,0
Asia,United Arab Emirates,AE,2018/8/12,30,0,0,0,0,8,52,0,0,0,0
Asia,United Arab Emirates,AE,2018/8/19,31,31,29,0,0,10,57,0,0,0,0
Asia,United Arab Emirates,AE,2018/8/26,47,66,25,38,0,0,55,0,0,0,41
Asia,United Arab Emirates,AE,2018/9/2,51,38,24,48,0,0,54,0,0,0,0
Asia,United Arab Emirates,AE,2018/9/9,57,50,48,48,0,0,50,0,0,0,0
Asia,United Arab Emirates,AE,2018/9/16,44,31,68,52,0,7,47,0,0,0,0
Asia,United Arab Emirates,AE,2018/9/23,47,35,33,30,0,7,48,0,0,0,0
Asia,United Arab Emirates,AE,2018/9/30,49,25,46,47,0,0,59,0,0,0,0
Asia,United Arab Emirates,AE,2018/10/7,68,49,47,47,0,0,56,0,0,0,0
Asia,United Arab Emirates,AE,2018/10/14,37,41,47,35,0,0,84,0,0,0,0
Asia,United Arab Emirates,AE,2018/10/21,46,37,35,71,0,0,84,0,0,0,0
Asia,United Arab Emirates,AE,2018/10/28,19,50,47,24,0,0,88,0,0,0,0
Asia,United Arab Emirates,AE,2018/11/4,56,37,23,23,0,8,75,0,0,0,0
Asia,United Arab Emirates,AE,2018/11/11,38,0,0,0,0,0,68,0,0,0,0
Asia,United Arab Emirates,AE,2018/11/18,44,25,35,31,0,8,70,0,0,0,0
Asia,United Arab Emirates,AE,2018/11/25,44,0,0,24,0,0,64,0,0,0,0
Asia,United Arab Emirates,AE,2018/12/2,30,26,50,50,89,0,66,100,0,0,0
Asia,United Arab Emirates,AE,2018/12/9,19,25,0,24,100,8,64,96,0,0,0
Asia,United Arab Emirates,AE,2018/12/16,48,51,49,49,24,0,69,0,0,0,0
Asia,United Arab Emirates,AE,2018/12/23,21,27,26,26,0,8,65,0,0,0,0
Asia,United Arab Emirates,AE,2018/12/30,20,27,25,25,24,8,66,51,0,0,0
Asia,United Arab Emirates,AE,2019/1/6,65,24,69,31,23,0,66,0,0,0,0
Asia,United Arab Emirates,AE,2019/1/13,45,40,34,46,0,8,62,0,0,0,0
Asia,United Arab Emirates,AE,2019/1/20,18,24,56,23,0,7,57,0,0,0,0
Asia,United Arab Emirates,AE,2019/1/27,18,23,22,22,22,0,62,45,0,0,0
Asia,United Arab Emirates,AE,2019/2/3,24,24,22,22,22,0,65,0,0,0,0
Asia,United Arab Emirates,AE,2019/2/10,17,23,22,22,0,0,65,0,0,0,0
Asia,United Arab Emirates,AE,2019/2/17,89,58,0,67,0,0,62,0,0,0,0
Asia,United Arab Emirates,AE,2019/2/24,17,0,64,0,21,0,78,0,0,0,0
Asia,United Arab Emirates,AE,2019/3/3,27,23,89,56,22,7,65,0,0,0,0
Asia,United Arab Emirates,AE,2019/3/10,23,23,22,0,0,0,61,45,0,0,0
Asia,United Arab Emirates,AE,2019/3/17,26,35,67,22,0,7,61,0,0,0,0
Asia,United Arab Emirates,AE,2019/3/24,53,47,23,23,0,0,80,0,0,0,0
Asia,United Arab Emirates,AE,2019/3/31,19,25,23,0,0,0,87,0,0,0,0
Asia,United Arab Emirates,AE,2019/4/7,28,24,23,35,0,0,78,0,0,0,0
Asia,United Arab Emirates,AE,2019/4/14,36,47,22,46,0,0,69,0,0,0,0
Asia,United Arab Emirates,AE,2019/4/21,0,0,0,22,21,8,65,0,0,0,0
Asia,United Arab Emirates,AE,2019/4/28,17,0,22,22,0,0,60,0,0,0,0
Asia,United Arab Emirates,AE,2019/5/5,100,58,100,52,22,0,65,0,0,0,0
Asia,United Arab Emirates,AE,2019/5/12,84,71,56,68,0,11,69,0,0,0,0
Asia,United Arab Emirates,AE,2019/5/19,99,100,66,89,0,100,100,0,100,100,0
Asia,United Arab Emirates,AE,2019/5/26,52,54,33,33,21,44,72,0,25,50,0
Asia,United Arab Emirates,AE,2019/6/2,98,24,23,46,0,38,61,0,17,0,0
Asia,United Arab Emirates,AE,2019/6/9,66,21,0,27,39,25,50,0,15,47,66
Asia,United Arab Emirates,AE,2019/6/16,38,21,30,31,0,10,47,0,0,0,33
Asia,United Arab Emirates,AE,2019/6/23,59,21,20,20,20,9,51,41,0,0,0
Asia,United Arab Emirates,AE,2019/6/30,27,54,0,0,0,34,53,41,39,0,67
Asia,United Arab Emirates,AE,2019/7/7,17,23,22,22,0,12,59,0,0,0,35
Asia,United Arab Emirates,AE,2019/7/14,18,0,0,23,0,13,62,0,17,0,37
Asia,United Arab Emirates,AE,2019/7/21,0,26,0,0,0,11,63,0,0,0,39
Asia,United Arab Emirates,AE,2019/7/28,39,26,0,25,0,12,60,0,0,0,0
Asia,United Arab Emirates,AE,2019/8/4,97,34,49,49,0,8,62,0,0,56,79
Asia,United Arab Emirates,AE,2019/8/11,42,28,26,40,0,0,62,0,0,0,100
Asia,United Arab Emirates,AE,2019/8/18,87,57,59,35,0,0,60,0,0,0,64
Asia,United Arab Emirates,AE,2019/8/25,77,31,67,37,0,10,56,0,17,50,48
Asia,United Arab Emirates,AE,2019/9/1,57,38,76,58,0,11,54,0,16,0,47
Asia,United Arab Emirates,AE,2019/9/8,38,33,73,42,0,7,58,0,16,0,34
Asia,United Arab Emirates,AE,2019/9/15,38,29,41,31,0,7,64,0,0,0,34
Asia,United Arab Emirates,AE,2019/9/22,49,32,21,62,0,7,69,0,0,0,50
Asia,United Arab Emirates,AE,2019/9/29,53,42,20,41,0,13,60,0,0,0,44
Asia,United Arab Emirates,AE,2019/10/6,68,70,50,100,0,13,51,0,0,0,32
Asia,United Arab Emirates,AE,2019/10/13,43,43,61,31,0,7,55,0,0,0,66
Asia,United Arab Emirates,AE,2019/10/20,21,21,61,27,0,7,57,0,0,92,66
Asia,United Arab Emirates,AE,2019/10/27,54,0,40,20,0,7,58,0,0,0,33
South America,Argentina,AR,2018/3/4,0,NA,0,NA,0,0,30,0,NA,NA,0
South America,Argentina,AR,2018/3/11,0,NA,0,NA,0,0,31,0,NA,NA,0
South America,Argentina,AR,2018/3/18,47,NA,33,NA,0,67,29,0,NA,NA,0
South America,Argentina,AR,2018/3/25,51,NA,0,NA,0,0,35,0,NA,NA,0
South America,Argentina,AR,2018/4/1,48,NA,33,NA,0,0,30,0,NA,NA,0
South America,Argentina,AR,2018/4/8,47,NA,0,NA,0,0,32,0,NA,NA,0
South America,Argentina,AR,2018/4/15,0,NA,0,NA,0,0,29,0,NA,NA,0
South America,Argentina,AR,2018/4/22,0,NA,0,NA,0,0,28,0,NA,NA,0
South America,Argentina,AR,2018/4/29,0,NA,0,NA,0,69,30,0,NA,NA,0
South America,Argentina,AR,2018/5/6,0,NA,31,NA,0,0,30,0,NA,NA,0
South America,Argentina,AR,2018/5/13,0,NA,0,NA,0,0,34,0,NA,NA,0
South America,Argentina,AR,2018/5/20,0,NA,36,NA,0,0,31,0,NA,NA,0
South America,Argentina,AR,2018/5/27,46,NA,33,NA,0,68,31,0,NA,NA,0
South America,Argentina,AR,2018/6/3,48,NA,0,NA,0,0,30,0,NA,NA,0
South America,Argentina,AR,2018/6/10,0,NA,32,NA,0,0,30,0,NA,NA,0
South America,Argentina,AR,2018/6/17,0,NA,67,NA,0,0,27,0,NA,NA,0
South America,Argentina,AR,2018/6/24,0,NA,0,NA,0,0,26,0,NA,NA,0
South America,Argentina,AR,2018/7/1,44,NA,0,NA,0,0,28,0,NA,NA,0
South America,Argentina,AR,2018/7/8,48,NA,100,NA,0,0,34,0,NA,NA,0
South America,Argentina,AR,2018/7/15,48,NA,0,NA,0,0,34,0,NA,NA,0
South America,Argentina,AR,2018/7/22,0,NA,0,NA,0,0,32,0,NA,NA,0
South America,Argentina,AR,2018/7/29,0,NA,0,NA,0,0,30,0,NA,NA,0
South America,Argentina,AR,2018/8/5,0,NA,31,NA,0,0,29,0,NA,NA,0
South America,Argentina,AR,2018/8/12,45,NA,0,NA,0,0,30,0,NA,NA,0
South America,Argentina,AR,2018/8/19,0,NA,0,NA,0,0,30,0,NA,NA,0
South America,Argentina,AR,2018/8/26,0,NA,0,NA,0,0,26,0,NA,NA,0
South America,Argentina,AR,2018/9/2,0,NA,0,NA,0,0,24,0,NA,NA,0
South America,Argentina,AR,2018/9/9,45,NA,31,NA,0,67,24,0,NA,NA,0
South America,Argentina,AR,2018/9/16,46,NA,64,NA,0,0,25,0,NA,NA,0
South America,Argentina,AR,2018/9/23,91,NA,32,NA,0,0,25,0,NA,NA,0
South America,Argentina,AR,2018/9/30,0,NA,0,NA,0,0,24,0,NA,NA,0
South America,Argentina,AR,2018/10/7,48,NA,33,NA,0,0,24,0,NA,NA,69
South America,Argentina,AR,2018/10/14,100,NA,35,NA,0,0,28,0,NA,NA,0
South America,Argentina,AR,2018/10/21,48,NA,0,NA,0,0,25,0,NA,NA,0
South America,Argentina,AR,2018/10/28,0,NA,0,NA,0,0,26,0,NA,NA,0
South America,Argentina,AR,2018/11/4,46,NA,0,NA,0,0,24,0,NA,NA,0
South America,Argentina,AR,2018/11/11,0,NA,32,NA,0,0,23,0,NA,NA,0
South America,Argentina,AR,2018/11/18,0,NA,0,NA,0,0,25,0,NA,NA,0
South America,Argentina,AR,2018/11/25,46,NA,32,NA,0,69,26,0,NA,NA,0
South America,Argentina,AR,2018/12/2,0,NA,0,NA,100,0,30,0,NA,NA,0
South America,Argentina,AR,2018/12/9,49,NA,34,NA,89,0,28,99,NA,NA,0
South America,Argentina,AR,2018/12/16,50,NA,0,NA,30,0,30,0,NA,NA,0
South America,Argentina,AR,2018/12/23,0,NA,0,NA,0,85,30,0,NA,NA,0
South America,Argentina,AR,2018/12/30,0,NA,0,NA,0,0,29,0,NA,NA,0
South America,Argentina,AR,2019/1/6,0,NA,0,NA,0,0,30,0,NA,NA,0
South America,Argentina,AR,2019/1/13,0,NA,0,NA,60,0,30,100,NA,NA,0
South America,Argentina,AR,2019/1/20,0,NA,0,NA,29,0,30,0,NA,NA,0
South America,Argentina,AR,2019/1/27,0,NA,0,NA,30,0,27,0,NA,NA,0
South America,Argentina,AR,2019/2/3,0,NA,0,NA,0,0,27,0,NA,NA,0
South America,Argentina,AR,2019/2/10,47,NA,0,NA,0,0,26,0,NA,NA,0
South America,Argentina,AR,2019/2/17,0,NA,0,NA,0,0,27,0,NA,NA,0
South America,Argentina,AR,2019/2/24,46,NA,0,NA,0,0,29,0,NA,NA,0
South America,Argentina,AR,2019/3/3,49,NA,0,NA,30,0,29,0,NA,NA,0
South America,Argentina,AR,2019/3/10,0,NA,0,NA,0,68,26,0,NA,NA,0
South America,Argentina,AR,2019/3/17,0,NA,0,NA,28,0,26,96,NA,NA,0
South America,Argentina,AR,2019/3/24,48,NA,33,NA,0,0,27,0,NA,NA,0
South America,Argentina,AR,2019/3/31,48,NA,0,NA,0,0,27,0,NA,NA,0
South America,Argentina,AR,2019/4/7,0,NA,0,NA,0,0,31,0,NA,NA,0
South America,Argentina,AR,2019/4/14,0,NA,0,NA,0,0,48,0,NA,NA,0
South America,Argentina,AR,2019/4/21,0,NA,0,NA,0,0,41,0,NA,NA,0
South America,Argentina,AR,2019/4/28,0,NA,0,NA,0,0,32,0,NA,NA,0
South America,Argentina,AR,2019/5/5,45,NA,31,NA,27,0,27,0,NA,NA,0
South America,Argentina,AR,2019/5/12,0,NA,0,NA,0,0,28,0,NA,NA,0
South America,Argentina,AR,2019/5/19,46,NA,32,NA,55,66,100,0,NA,NA,0
South America,Argentina,AR,2019/5/26,44,NA,62,NA,27,0,35,0,NA,NA,0
South America,Argentina,AR,2019/6/2,0,NA,30,NA,26,0,24,0,NA,NA,0
South America,Argentina,AR,2019/6/9,0,NA,0,NA,0,0,23,0,NA,NA,62
South America,Argentina,AR,2019/6/16,0,NA,0,NA,0,0,22,0,NA,NA,68
South America,Argentina,AR,2019/6/23,0,NA,0,NA,0,62,20,0,NA,NA,0
South America,Argentina,AR,2019/6/30,0,NA,0,NA,0,100,21,0,NA,NA,66
South America,Argentina,AR,2019/7/7,47,NA,0,NA,0,0,20,0,NA,NA,0
South America,Argentina,AR,2019/7/14,0,NA,0,NA,0,0,20,0,NA,NA,0
South America,Argentina,AR,2019/7/21,0,NA,0,NA,0,68,20,0,NA,NA,0
South America,Argentina,AR,2019/7/28,46,NA,32,NA,0,0,20,0,NA,NA,0
South America,Argentina,AR,2019/8/4,45,NA,0,NA,27,0,20,0,NA,NA,65
South America,Argentina,AR,2019/8/11,42,NA,29,NA,0,0,17,0,NA,NA,61
South America,Argentina,AR,2019/8/18,68,NA,32,NA,0,66,18,0,NA,NA,100
South America,Argentina,AR,2019/8/25,42,NA,29,NA,0,62,17,0,NA,NA,0
South America,Argentina,AR,2019/9/1,42,NA,59,NA,0,0,18,0,NA,NA,0
South America,Argentina,AR,2019/9/8,43,NA,30,NA,0,0,19,0,NA,NA,0
South America,Argentina,AR,2019/9/15,0,NA,0,NA,0,0,21,0,NA,NA,0
South America,Argentina,AR,2019/9/22,45,NA,0,NA,0,0,19,0,NA,NA,0
South America,Argentina,AR,2019/9/29,0,NA,0,NA,38,0,17,0,NA,NA,0
South America,Argentina,AR,2019/10/6,85,NA,30,NA,0,0,18,0,NA,NA,92
South America,Argentina,AR,2019/10/13,0,NA,29,NA,0,0,20,0,NA,NA,61
South America,Argentina,AR,2019/10/20,41,NA,29,NA,0,0,18,0,NA,NA,0
South America,Argentina,AR,2019/10/27,0,NA,0,NA,0,0,14,0,NA,NA,0
Europe,Austria,AT,2018/3/4,30,0,0,0,0,0,45,0,0,0,0
Europe,Austria,AT,2018/3/11,30,0,0,53,0,0,40,0,0,0,0
Europe,Austria,AT,2018/3/18,30,0,49,0,0,0,52,0,0,0,0
Europe,Austria,AT,2018/3/25,48,0,0,0,0,0,66,0,0,0,0
Europe,Austria,AT,2018/4/1,100,0,0,0,0,0,58,0,0,0,0
Europe,Austria,AT,2018/4/8,0,0,0,57,0,0,53,0,0,0,0
Europe,Austria,AT,2018/4/15,0,0,0,0,0,0,54,0,0,0,0
Europe,Austria,AT,2018/4/22,31,0,0,0,0,33,51,0,0,0,0
Europe,Austria,AT,2018/4/29,32,52,53,57,0,0,50,0,0,0,0
Europe,Austria,AT,2018/5/6,33,0,53,0,0,0,48,0,0,0,0
Europe,Austria,AT,2018/5/13,0,0,0,0,0,0,51,0,0,0,0
Europe,Austria,AT,2018/5/20,32,0,0,0,0,0,48,0,0,0,0
Europe,Austria,AT,2018/5/27,0,0,0,0,0,0,46,0,0,0,0
Europe,Austria,AT,2018/6/3,31,0,0,0,0,33,47,0,0,0,0
Europe,Austria,AT,2018/6/10,0,0,0,0,0,0,45,0,0,0,0
Europe,Austria,AT,2018/6/17,61,0,0,0,0,0,46,0,0,0,0
Europe,Austria,AT,2018/6/24,46,0,0,0,0,0,51,0,0,0,0
Europe,Austria,AT,2018/7/1,73,49,0,55,0,0,52,0,0,0,0
Europe,Austria,AT,2018/7/8,47,75,51,83,0,0,58,0,0,0,0
Europe,Austria,AT,2018/7/15,32,0,52,0,0,34,59,0,0,0,0
Europe,Austria,AT,2018/7/22,32,52,53,57,0,0,52,0,0,0,0
Europe,Austria,AT,2018/7/29,0,0,0,0,0,0,56,0,0,0,0
Europe,Austria,AT,2018/8/5,0,0,0,0,0,0,57,0,0,0,0
Europe,Austria,AT,2018/8/12,33,0,0,58,0,0,54,0,0,0,0
Europe,Austria,AT,2018/8/19,96,0,0,56,0,33,56,0,0,0,0
Europe,Austria,AT,2018/8/26,31,0,0,0,0,0,55,0,0,0,0
Europe,Austria,AT,2018/9/2,31,0,51,55,0,0,61,0,0,0,0
Europe,Austria,AT,2018/9/9,31,0,51,56,0,0,63,0,0,0,0
Europe,Austria,AT,2018/9/16,31,49,50,54,0,0,59,0,0,0,0
Europe,Austria,AT,2018/9/23,32,0,51,0,0,0,63,0,0,0,0
Europe,Austria,AT,2018/9/30,62,49,99,0,0,0,52,0,0,0,0
Europe,Austria,AT,2018/10/7,62,100,51,55,0,0,59,0,0,0,0
Europe,Austria,AT,2018/10/14,31,50,51,56,0,0,72,0,0,0,0
Europe,Austria,AT,2018/10/21,0,0,0,0,0,0,55,0,0,0,0
Europe,Austria,AT,2018/10/28,32,0,51,56,0,0,68,0,0,0,0
Europe,Austria,AT,2018/11/4,0,0,0,0,0,0,71,0,0,0,0
Europe,Austria,AT,2018/11/11,0,0,50,0,0,0,75,0,100,0,0
Europe,Austria,AT,2018/11/18,60,0,0,0,0,0,88,0,0,0,0
Europe,Austria,AT,2018/11/25,31,48,49,54,0,0,84,0,0,0,0
Europe,Austria,AT,2018/12/2,46,73,74,54,100,0,90,100,0,0,0
Europe,Austria,AT,2018/12/9,31,0,49,0,50,0,85,98,0,0,0
Europe,Austria,AT,2018/12/16,0,0,0,0,0,0,81,0,0,0,0
Europe,Austria,AT,2018/12/23,35,0,57,0,14,0,100,0,0,0,0
Europe,Austria,AT,2018/12/30,0,0,0,0,0,0,68,0,0,0,0
Europe,Austria,AT,2019/1/6,28,0,92,100,0,0,60,0,0,0,0
Europe,Austria,AT,2019/1/13,28,45,46,50,12,29,59,0,0,0,0
Europe,Austria,AT,2019/1/20,56,0,45,49,12,0,57,0,0,0,0
Europe,Austria,AT,2019/1/27,0,0,0,50,12,0,57,0,0,0,0
Europe,Austria,AT,2019/2/3,0,0,0,0,0,0,49,0,0,0,0
Europe,Austria,AT,2019/2/10,29,45,46,51,0,30,53,0,0,0,0
Europe,Austria,AT,2019/2/17,29,0,0,0,12,0,50,0,0,0,0
Europe,Austria,AT,2019/2/24,28,45,46,50,35,30,65,93,0,0,0
Europe,Austria,AT,2019/3/3,28,46,46,0,0,0,54,0,0,0,0
Europe,Austria,AT,2019/3/10,0,0,0,0,0,0,57,0,0,93,0
Europe,Austria,AT,2019/3/17,0,0,0,0,0,31,53,0,0,0,0
Europe,Austria,AT,2019/3/24,0,0,0,0,0,0,72,0,0,0,0
Europe,Austria,AT,2019/3/31,90,0,0,53,0,31,68,0,0,0,0
Europe,Austria,AT,2019/4/7,44,0,48,0,0,0,63,0,0,0,0
Europe,Austria,AT,2019/4/14,0,0,0,0,0,0,70,0,0,0,0
Europe,Austria,AT,2019/4/21,0,0,50,55,13,0,65,0,0,0,0
Europe,Austria,AT,2019/4/28,0,0,0,0,0,0,62,0,0,0,0
Europe,Austria,AT,2019/5/5,57,45,46,0,12,29,64,0,0,0,0
Europe,Austria,AT,2019/5/12,43,46,47,76,0,0,61,0,0,0,0
Europe,Austria,AT,2019/5/19,29,46,46,0,0,100,85,0,94,96,0
Europe,Austria,AT,2019/5/26,43,46,47,51,0,0,63,0,0,0,0
Europe,Austria,AT,2019/6/2,30,0,0,0,0,31,54,0,0,100,0
Europe,Austria,AT,2019/6/9,41,0,100,0,0,64,53,0,0,0,48
Europe,Austria,AT,2019/6/16,0,0,0,0,12,78,47,0,0,100,47
Europe,Austria,AT,2019/6/23,30,48,98,53,0,31,56,0,0,0,0
Europe,Austria,AT,2019/6/30,0,0,0,0,0,32,55,0,0,0,0
Europe,Austria,AT,2019/7/7,29,0,0,0,0,0,56,0,0,0,46
Europe,Austria,AT,2019/7/14,31,0,0,0,0,33,60,0,0,0,0
Europe,Austria,AT,2019/7/21,32,51,0,0,0,0,51,0,0,0,100
Europe,Austria,AT,2019/7/28,0,0,50,0,0,0,54,0,0,0,49
Europe,Austria,AT,2019/8/4,31,100,0,55,0,0,58,0,0,0,50
Europe,Austria,AT,2019/8/11,0,0,0,0,0,32,59,0,0,0,49
Europe,Austria,AT,2019/8/18,30,0,95,0,0,0,59,0,0,0,0
Europe,Austria,AT,2019/8/25,45,47,48,52,0,30,58,0,0,0,93
Europe,Austria,AT,2019/9/1,57,0,46,0,12,29,57,0,93,0,45
Europe,Austria,AT,2019/9/8,29,0,0,0,0,0,55,0,0,0,47
Europe,Austria,AT,2019/9/15,29,47,48,0,0,30,56,0,0,0,0
Europe,Austria,AT,2019/9/22,29,0,0,0,0,0,50,0,0,0,45
Europe,Austria,AT,2019/9/29,28,0,45,0,0,28,55,0,0,0,43
Europe,Austria,AT,2019/10/6,70,0,45,49,0,0,47,0,0,0,44
Europe,Austria,AT,2019/10/13,47,0,46,100,0,0,52,0,0,0,45
Europe,Austria,AT,2019/10/20,47,45,68,50,0,0,44,0,0,0,0
Europe,Austria,AT,2019/10/27,57,0,45,0,0,0,50,0,0,0,0
Oceania,Australia,AU,2018/3/4,29,6,3,6,0,0,22,0,0,0,0
Oceania,Australia,AU,2018/3/11,5,4,4,9,0,0,24,0,0,0,1
Oceania,Australia,AU,2018/3/18,43,22,34,35,0,2,24,0,0,0,1
Oceania,Australia,AU,2018/3/25,29,19,28,15,0,2,28,0,0,0,0
Oceania,Australia,AU,2018/4/1,56,34,50,33,0,0,28,0,0,0,0
Oceania,Australia,AU,2018/4/8,31,19,33,26,0,2,28,0,0,0,0
Oceania,Australia,AU,2018/4/15,14,7,13,9,0,0,27,0,0,0,0
Oceania,Australia,AU,2018/4/22,17,16,16,8,0,2,24,0,0,0,0
Oceania,Australia,AU,2018/4/29,12,17,18,15,0,0,24,0,0,0,1
Oceania,Australia,AU,2018/5/6,11,12,10,11,0,2,26,0,0,0,0
Oceania,Australia,AU,2018/5/13,9,15,16,16,0,3,30,0,0,0,0
Oceania,Australia,AU,2018/5/20,19,22,14,19,0,0,30,0,0,0,0
Oceania,Australia,AU,2018/5/27,16,10,10,15,0,2,28,0,0,0,0
Oceania,Australia,AU,2018/6/3,14,12,10,13,0,0,31,0,0,0,0
Oceania,Australia,AU,2018/6/10,21,18,12,20,0,2,28,0,0,0,1
Oceania,Australia,AU,2018/6/17,37,25,31,15,0,2,29,0,0,0,0
Oceania,Australia,AU,2018/6/24,27,18,19,19,0,2,32,0,0,0,1
Oceania,Australia,AU,2018/7/1,56,47,40,42,0,3,31,0,0,0,0
Oceania,Australia,AU,2018/7/8,53,47,44,52,0,2,28,0,0,0,1
Oceania,Australia,AU,2018/7/15,32,19,29,25,0,2,29,0,0,0,0
Oceania,Australia,AU,2018/7/22,32,21,20,15,0,0,28,0,0,0,0
Oceania,Australia,AU,2018/7/29,29,21,31,26,0,2,30,0,0,0,0
Oceania,Australia,AU,2018/8/5,37,30,37,35,0,2,30,0,0,0,0
Oceania,Australia,AU,2018/8/12,33,36,28,22,0,2,31,0,0,0,0
Oceania,Australia,AU,2018/8/19,34,24,26,12,0,8,32,0,0,0,0
Oceania,Australia,AU,2018/8/26,18,18,30,24,0,4,30,0,0,0,0
Oceania,Australia,AU,2018/9/2,27,17,39,22,0,2,29,0,0,0,0
Oceania,Australia,AU,2018/9/9,44,44,38,30,0,4,29,0,0,0,0
Oceania,Australia,AU,2018/9/16,62,50,69,45,0,4,31,0,0,0,0
Oceania,Australia,AU,2018/9/23,40,35,45,46,0,2,33,0,0,0,0
Oceania,Australia,AU,2018/9/30,26,29,24,31,0,2,31,0,0,0,0
Oceania,Australia,AU,2018/10/7,30,38,44,35,0,2,31,0,0,0,0
Oceania,Australia,AU,2018/10/14,26,39,29,21,0,7,49,0,0,0,0
Oceania,Australia,AU,2018/10/21,25,15,17,12,0,2,41,0,0,0,0
Oceania,Australia,AU,2018/10/28,31,21,26,23,0,5,41,0,0,0,0
Oceania,Australia,AU,2018/11/4,20,24,22,15,0,2,42,0,0,0,0
Oceania,Australia,AU,2018/11/11,17,21,18,12,0,0,40,0,0,0,0
Oceania,Australia,AU,2018/11/18,24,28,23,25,0,0,41,0,0,0,0
Oceania,Australia,AU,2018/11/25,23,13,22,20,0,4,38,0,0,0,0
Oceania,Australia,AU,2018/12/2,34,23,27,24,98,7,52,50,0,0,0
Oceania,Australia,AU,2018/12/9,21,29,23,22,100,4,51,100,0,0,0
Oceania,Australia,AU,2018/12/16,14,24,12,11,28,2,48,34,0,0,0
Oceania,Australia,AU,2018/12/23,10,13,13,11,5,5,51,0,8,0,0
Oceania,Australia,AU,2018/12/30,16,11,12,10,6,2,41,0,0,0,0
Oceania,Australia,AU,2019/1/6,18,20,16,25,10,3,42,17,0,0,0
Oceania,Australia,AU,2019/1/13,17,22,13,14,13,4,37,0,0,0,0
Oceania,Australia,AU,2019/1/20,23,23,9,20,26,2,40,32,0,0,0
Oceania,Australia,AU,2019/1/27,12,17,18,14,17,17,53,32,0,0,0
Oceania,Australia,AU,2019/2/3,17,14,12,13,22,3,41,23,0,0,0
Oceania,Australia,AU,2019/2/10,13,16,12,20,9,6,44,0,0,0,0
Oceania,Australia,AU,2019/2/17,20,14,19,23,5,4,49,0,0,0,1
Oceania,Australia,AU,2019/2/24,14,8,11,5,4,6,59,31,0,0,0
Oceania,Australia,AU,2019/3/3,13,14,14,12,18,3,44,0,0,0,0
Oceania,Australia,AU,2019/3/10,12,16,16,19,7,4,38,0,0,0,0
Oceania,Australia,AU,2019/3/17,18,9,14,7,4,10,39,0,0,0,0
Oceania,Australia,AU,2019/3/24,14,23,17,18,4,5,57,16,0,0,0
Oceania,Australia,AU,2019/3/31,12,13,22,22,5,3,46,16,0,0,0
Oceania,Australia,AU,2019/4/7,6,8,9,13,0,3,48,0,0,0,0
Oceania,Australia,AU,2019/4/14,8,10,13,6,6,9,58,0,0,0,0
Oceania,Australia,AU,2019/4/21,6,9,7,9,4,5,55,0,0,0,0
Oceania,Australia,AU,2019/4/28,13,17,9,9,0,4,51,0,0,0,2
Oceania,Australia,AU,2019/5/5,55,32,36,46,4,4,53,24,0,0,0
Oceania,Australia,AU,2019/5/12,80,58,71,61,4,5,46,0,0,0,0
Oceania,Australia,AU,2019/5/19,75,48,68,52,4,100,100,16,100,100,0
Oceania,Australia,AU,2019/5/26,73,40,52,53,4,39,57,31,19,0,0
